DocumentDate,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
2014-04-24,230000,2023039160,Single Family,2014-04-01,395300,0.908318014705882,253215.0,1,98881,2620,800,2.25,4,7,1952,0,0,133000,271000,98070,False
2014-02-07,150000,2023049206,Single Family,2014-02-01,389800,0.895680147058823,167470.0,1,8584,1760,0,2.5,3,7,1937,0,0,91000,214000,98148,False
2006-09-27,239000,2023049218,Single Family,2006-09-01,414800,0.953125,250754.0,1,7740,3120,0,2.75,6,8,2014,0,0,86000,386000,98148,False
2014-07-16,105500,2023049218,Single Family,2014-07-01,402000,0.923713235294118,114213.0,1,7740,3120,0,2.75,6,8,2014,0,0,86000,386000,98148,False
2006-01-18,280000,2023049350,Single Family,2006-01-01,383200,0.880514705882353,317996.0,1,9086,1480,0,1.5,3,7,1962,0,0,107000,109000,98168,False
2006-06-27,315000,2023049350,Single Family,2006-06-01,404400,0.929227941176471,338991.0,1,9086,1480,0,1.5,3,7,1962,0,0,107000,109000,98168,False
2009-11-06,585000,2023069021,Single Family,2009-11-01,350900,0.806295955882353,725540.0,1,223200,3770,0,3.0,3,8,1991,0,0,253000,424000,98059,False
2010-04-21,399950,2023700020,Single Family,2010-04-01,349100,0.802159926470588,498591.0,1,3800,1350,0,1.0,3,8,1927,0,2,257000,367000,98109,False
2006-04-07,435000,2023700101,Single Family,2006-04-01,396500,0.911075367647059,477458.0,1,3680,1440,0,1.5,3,7,1936,0,2,257000,263000,98109,False
2007-03-08,530000,2023700110,Single Family,2007-03-01,429600,0.987132352941177,536909.0,1,3360,1240,0,1.5,3,7,1936,0,2,257000,235000,98109,False
2006-10-05,595000,2024059058,Single Family,2006-10-01,418300,0.961167279411765,619039.0,1,7821,2890,0,2.75,4,9,2014,0,0,300000,545000,98006,False
2014-10-01,920000,2024059058,Single Family,2014-10-01,407400,0.936121323529412,982779.0,1,7821,2890,0,2.75,4,9,2014,0,0,300000,545000,98006,True
2008-03-28,2350000,2024059066,Single Family,2008-03-01,415100,0.953814338235294,2463792.0,1,20448,2630,1120,3.5,3,8,1957,0,0,1157000,517000,98006,False
2007-07-06,774900,2024059084,Single Family,2007-07-01,434200,0.997702205882353,776685.0,1,21486,2290,0,2.75,4,7,1963,0,1,349000,324000,98006,False
2011-03-01,2198000,2024069120,Single Family,2011-03-01,321600,0.738970588235294,2974408.0,1,10686,5710,1940,4.5,5,11,2002,0,3,1322000,976000,98027,False
2006-10-31,2180000,2024069121,Single Family,2006-10-01,418300,0.961167279411765,2268076.0,1,10297,4740,1510,4.5,5,11,2003,0,3,1306000,757000,98027,False
2006-09-19,921500,2024069126,Single Family,2006-09-01,414800,0.953125,966820.0,1,8207,3740,930,3.5,4,11,2006,0,1,331000,776000,98027,True
2011-04-21,620000,2024079035,Single Family,2011-04-01,318700,0.732306985294118,846639.0,1,219978,3150,150,2.75,3,9,1990,0,0,261000,577000,98050,False
2006-10-25,1900000,2024079042,Single Family,2006-10-01,418300,0.961167279411765,1976763.0,1,217800,2890,0,3.25,4,12,1996,0,0,250000,990000,98050,False
2006-06-28,285000,2024089068,Single Family,2006-06-01,404400,0.929227941176471,306706.0,1,30927,2200,1100,1.75,5,7,1959,0,0,161000,198000,98065,False
2006-02-15,700000,2025049006,Multiplex,2006-02-01,387600,0.890625,785965.0,2,4056,3410,1280,2.75,7,8,1906,0,1,508000,491000,98102,False
2010-07-06,535000,2025049083,Townhouse,2010-07-01,342800,0.787683823529412,679207.0,1,900,1380,460,2.0,2,8,2010,0,0,178000,391000,98102,True
2007-12-27,852500,2025049170,Single Family,2007-12-01,425200,0.977022058823529,872549.0,1,1849,2130,320,3.0,3,9,1992,0,0,160000,630000,98102,False
2014-04-21,1050000,2025049180,Townhouse,2014-04-01,395300,0.908318014705882,1155983.0,1,1954,2200,590,2.5,3,11,2008,0,0,175000,622000,98102,False
2008-08-20,900000,2025059204,Single Family,2008-08-01,397900,0.914292279411765,984368.0,1,12688,2480,660,2.5,4,9,1967,0,0,746000,243000,98004,False
2006-10-23,2045000,2025069065,Single Family,2006-10-01,418300,0.961167279411765,2127621.0,1,8354,3650,1820,2.5,4,9,2000,0,2,1420000,422000,98074,False
2007-03-27,2070000,2025069112,Single Family,2007-03-01,429600,0.987132352941177,2096983.0,1,252444,5370,1450,4.75,4,12,2005,0,0,631000,1429000,98074,False
2006-01-26,670000,2025079045,Single Family,2006-01-01,383200,0.880514705882353,760919.0,1,280962,2260,370,1.75,2,9,2005,0,1,261000,301000,98014,False
2010-10-19,415437,2025079055,Single Family,2010-10-01,334700,0.769071691176471,540180.0,1,70131,1980,0,1.75,4,8,1984,0,1,238000,202000,98014,False
2006-03-24,569950,2025079074,Single Family,2006-03-01,392100,0.900965073529412,632599.0,1,296643,2210,0,1.75,3,8,1985,0,0,294000,222000,98014,False
2006-07-19,315000,2025600050,Single Family,2006-07-01,407700,0.936810661764706,336247.0,1,7200,1500,0,2.5,3,7,1990,0,0,79000,166000,98010,False
2007-03-21,324950,2025600070,Single Family,2007-03-01,429600,0.987132352941177,329186.0,1,11044,1610,320,2.5,3,7,1990,0,0,79000,177000,98010,False
2006-04-26,295000,2025600130,Single Family,2006-04-01,396500,0.911075367647059,323793.0,1,8282,1530,0,2.5,3,7,1990,0,0,79000,179000,98010,False
2006-12-22,293000,2025600200,Single Family,2006-12-01,423400,0.972886029411765,301166.0,1,7200,1510,0,2.25,3,7,1990,0,1,75000,161000,98010,False
2007-06-25,310000,2025600240,Single Family,2007-06-01,433200,0.995404411764706,311431.0,1,7200,1430,0,2.0,3,7,1990,0,0,79000,163000,98010,False
2008-06-13,310000,2025700180,Single Family,2008-06-01,403200,0.926470588235294,334603.0,1,5421,1760,0,2.25,3,7,1991,0,0,99000,169000,98038,False
2014-04-14,258000,2025700200,Single Family,2014-04-01,395300,0.908318014705882,284041.0,1,5858,1450,0,1.75,3,7,1991,0,0,99000,168000,98038,False
2007-05-25,319950,2025700260,Single Family,2007-05-01,432100,0.992876838235294,322245.0,1,7589,1490,0,2.25,3,7,1993,0,0,99000,156000,98038,False
2008-09-23,264950,2025700470,Single Family,2008-09-01,394900,0.907398897058823,291988.0,1,8734,1120,0,2.0,3,7,1992,0,0,99000,146000,98038,False
2007-03-12,313000,2025700620,Single Family,2007-03-01,429600,0.987132352941177,317080.0,1,6812,1520,0,2.25,3,7,1992,0,0,99000,158000,98038,False
2006-06-13,350000,2025700640,Single Family,2006-06-01,404400,0.929227941176471,376657.0,1,18224,1850,760,3.0,3,7,1992,0,0,99000,184000,98038,False
2007-05-17,319000,2025700760,Single Family,2007-05-01,432100,0.992876838235294,321289.0,1,6466,1410,0,2.0,3,7,1992,0,0,99000,149000,98038,False
2010-10-05,249000,2025700790,Single Family,2010-10-01,334700,0.769071691176471,323767.0,1,6666,1670,0,2.5,3,7,1992,0,0,99000,188000,98038,False
2008-05-09,292450,2025700800,Single Family,2008-05-01,407400,0.936121323529412,312406.0,1,7666,1050,0,1.75,3,7,1993,0,0,99000,146000,98038,False
2009-10-28,273000,2025700860,Single Family,2009-10-01,351200,0.806985294117647,338296.0,1,6000,1370,0,2.25,3,7,1992,0,0,99000,167000,98038,False
2007-07-18,335000,2025700900,Single Family,2007-07-01,434200,0.997702205882353,335772.0,1,6200,1700,0,2.5,3,7,1993,0,0,99000,180000,98038,False
2006-08-07,332000,2025701050,Single Family,2006-08-01,411100,0.944623161764706,351463.0,1,8475,1560,0,2.5,3,7,1991,0,0,99000,177000,98038,False
2010-06-25,240000,2025701050,Single Family,2010-06-01,345800,0.794577205882353,302047.0,1,8475,1560,0,2.5,3,7,1991,0,0,99000,177000,98038,False
2013-07-10,260000,2025701050,Single Family,2013-07-01,370700,0.851792279411765,305239.0,1,8475,1560,0,2.5,3,7,1991,0,0,99000,177000,98038,False
2006-10-30,339000,2025701060,Single Family,2006-10-01,418300,0.961167279411765,352696.0,1,7087,1370,0,2.25,3,7,1993,0,0,99000,152000,98038,False
2010-09-22,239500,2025701190,Single Family,2010-09-01,337200,0.774816176470588,309106.0,1,6559,1520,350,1.75,3,7,1992,0,0,99000,172000,98038,False
2006-03-28,285000,2025701280,Single Family,2006-03-01,392100,0.900965073529412,316327.0,1,6600,1570,400,1.75,3,7,1991,0,0,99000,172000,98038,False
2009-08-12,270000,2025701360,Single Family,2009-08-01,352600,0.810202205882353,333250.0,1,6095,1510,0,2.5,3,7,1991,0,0,99000,172000,98038,False
2006-05-08,285000,2025701490,Single Family,2006-05-01,400600,0.920496323529412,309616.0,1,6979,1230,0,1.75,3,7,1991,0,0,99000,156000,98038,False
2006-06-14,331000,2025701510,Single Family,2006-06-01,404400,0.929227941176471,356210.0,1,6000,1780,0,2.25,3,7,1992,0,0,99000,185000,98038,False
2006-04-26,1080000,2025770370,Single Family,2006-04-01,396500,0.911075367647059,1185412.0,1,23312,4330,0,3.5,3,11,2005,0,0,305000,479000,98092,True
2007-03-08,425000,2025800040,Single Family,2007-03-01,429600,0.987132352941177,430540.0,1,45807,1600,0,2.0,4,8,1973,0,0,121000,196000,98092,False
2006-02-21,715000,2026049037,Single Family,2006-02-01,387600,0.890625,802807.0,1,15587,4105,1175,4.25,4,8,2004,0,0,209000,441000,98125,False
2008-09-03,379000,2026049067,Single Family,2008-09-01,394900,0.907398897058823,417677.0,1,10052,1470,0,2.0,3,8,1956,0,0,186000,244000,98125,False
2006-05-10,306000,2026049096,Single Family,2006-05-01,400600,0.920496323529412,332429.0,1,8147,790,0,1.0,2,6,1952,0,0,174000,105000,98133,False
2007-05-23,367000,2026049113,Single Family,2007-05-01,432100,0.992876838235294,369633.0,1,7200,1540,0,1.5,3,7,1953,0,0,190000,168000,98125,False
2013-09-18,302000,2026049122,Single Family,2013-09-01,377500,0.867417279411765,348160.0,1,6653,1120,0,1.5,3,7,1937,0,0,167000,175000,98133,False
2007-06-22,374500,2026049124,Townhouse,2007-06-01,433200,0.995404411764706,376229.0,1,1694,1352,0,2.25,3,8,2007,0,0,94000,235000,98125,True
2010-08-31,291500,2026049124,Townhouse,2010-08-01,339900,0.781020220588235,373230.0,1,1694,1352,0,2.25,3,8,2007,0,0,94000,235000,98125,False
2006-11-15,339950,2026049179,Townhouse,2006-11-01,421200,0.967830882352941,351249.0,1,1516,1230,0,2.25,3,8,2000,0,0,94000,199000,98125,False
2007-02-08,378000,2026059119,Single Family,2007-02-01,427800,0.982996323529412,384539.0,1,9583,1430,0,2.0,3,7,1964,0,1,134000,280000,98034,False
2008-03-21,480000,2026059120,Single Family,2008-03-01,415100,0.953814338235294,503243.0,1,22496,1160,0,1.0,3,6,1918,0,1,231000,137000,98034,True
2008-04-15,749500,2026059192,Single Family,2008-04-01,411700,0.946001838235294,792282.0,1,5199,3410,0,3.5,4,9,2007,0,0,129000,598000,98034,True
2010-02-25,1375000,2026069061,Single Family,2010-02-01,350900,0.806295955882353,1705329.0,1,215186,4770,0,7.0,6,10,1986,0,0,276000,1101000,98077,False
2009-12-17,325000,2026079055,Single Family,2009-12-01,350600,0.805606617647059,403423.0,1,44866,1200,0,1.5,1,7,1983,0,0,100000,174000,98019,False
2006-06-29,1800000,2026200010,Single Family,2006-06-01,404400,0.929227941176471,1937092.0,1,37745,7150,0,4.25,6,12,2007,0,2,1015000,2483000,98004,False
2007-02-22,295000,2026500110,Single Family,2007-02-01,427800,0.982996323529412,300103.0,1,10046,2890,1250,1.75,4,7,1962,0,1,69000,198000,98010,False
2006-06-22,405000,2027000110,Single Family,2006-06-01,404400,0.929227941176471,435846.0,1,8734,1870,0,2.5,3,8,1994,0,0,148000,280000,98155,False
2007-12-20,470000,2028700150,Single Family,2007-12-01,425200,0.977022058823529,481054.0,1,5300,1360,200,3.0,2,7,1912,0,0,283000,304000,98117,False
2011-07-12,418500,2028700150,Single Family,2011-07-01,314100,0.721737132352941,579851.0,1,5300,1360,200,3.0,2,7,1912,0,0,283000,304000,98117,False
2013-06-11,546000,2028700150,Single Family,2013-06-01,366100,0.841222426470588,649055.0,1,5300,1360,200,3.0,2,7,1912,0,0,283000,304000,98117,False
2013-01-07,769000,2028700535,Single Family,2013-01-01,342800,0.787683823529412,976280.0,1,5300,2550,830,3.0,4,8,1908,2013,0,283000,527000,98117,False
2006-08-25,424000,2028700565,Single Family,2006-08-01,411100,0.944623161764706,448856.0,1,3560,1230,200,1.0,2,6,1924,0,2,208000,235000,98117,False
2009-09-24,279500,2028700600,Single Family,2009-09-01,351800,0.808363970588235,345760.0,1,1800,910,200,0.75,2,6,1914,0,2,148000,220000,98117,False
2007-05-18,525000,2028700635,Single Family,2007-05-01,432100,0.992876838235294,528766.0,1,3480,1830,200,1.0,4,7,1912,0,2,195000,274000,98117,False
2007-01-22,524000,2028700820,Single Family,2007-01-01,425600,0.977941176470588,535820.0,1,5300,1420,0,2.0,3,7,1905,0,0,283000,297000,98117,False
2007-07-10,531000,2028701000,Single Family,2007-07-01,434200,0.997702205882353,532223.0,1,4240,1640,720,1.75,4,7,1921,0,0,265000,321000,98117,False
2010-07-22,475000,2028701045,Single Family,2010-07-01,342800,0.787683823529412,603034.0,1,4240,1670,290,1.75,4,7,1925,0,0,251000,335000,98117,False
2007-08-06,499000,2028701075,Single Family,2007-08-01,434600,0.998621323529412,499689.0,1,4240,1040,180,1.0,3,7,1924,0,0,265000,229000,98117,False
2006-07-17,415000,2028701165,Single Family,2006-07-01,407700,0.936810661764706,442992.0,1,2570,1050,200,1.0,2,7,1927,0,2,158000,292000,98117,False
2008-08-22,645000,2038500185,Single Family,2008-08-01,397900,0.914292279411765,705464.0,1,5640,2810,1180,2.0,4,7,1928,0,1,304000,356000,98115,False
2010-08-10,305000,2041000025,Single Family,2010-08-01,339900,0.781020220588235,390515.0,1,3160,1640,800,2.0,3,7,1926,0,2,126000,366000,98109,False
2006-07-11,445000,2043500045,Single Family,2006-07-01,407700,0.936810661764706,475016.0,1,4400,1320,220,1.0,2,7,1914,0,1,275000,248000,98107,False
2007-11-08,508500,2044500022,Single Family,2007-11-01,428400,0.984375,516571.0,1,18805,2450,1080,3.0,4,8,1977,0,0,267000,240000,98125,False
2007-12-18,326600,2044500152,Single Family,2007-12-01,425200,0.977022058823529,334281.0,1,6000,1920,960,1.75,4,7,1954,0,0,220000,190000,98125,False
2006-02-13,620000,2044500199,Single Family,2006-02-01,387600,0.890625,696140.0,1,7020,2806,0,2.5,5,9,2005,0,0,220000,376000,98125,True
2009-07-07,285000,2044500212,Single Family,2009-07-01,354400,0.814338235294118,349977.0,1,6217,1040,310,1.0,2,6,1945,0,0,220000,152000,98125,False
2014-06-17,310000,2044500213,Single Family,2014-06-01,400200,0.919577205882353,337111.0,1,6000,1870,0,2.0,4,7,1956,0,0,220000,171000,98125,False
2006-10-13,484100,2045800006,Single Family,2006-10-01,418300,0.961167279411765,503658.0,1,4551,2230,780,2.25,3,8,1928,0,0,163000,271000,98178,False
2006-02-16,269950,2048000130,Single Family,2006-02-01,387600,0.890625,303102.0,1,2961,1620,0,2.5,3,7,2002,0,0,67000,162000,98001,False
2006-05-12,269000,2048000140,Single Family,2006-05-01,400600,0.920496323529412,292234.0,1,3037,1610,0,2.5,3,7,2001,0,0,67000,160000,98001,False
2008-05-23,280000,2048000240,Single Family,2008-05-01,407400,0.936121323529412,299107.0,1,2592,1340,0,2.5,3,7,2001,0,0,67000,142000,98001,False
2007-07-10,285800,2048000300,Single Family,2007-07-01,434200,0.997702205882353,286458.0,1,3000,1600,0,2.5,3,7,2003,0,0,67000,157000,98001,False
2008-01-09,340000,2048800015,Single Family,2008-01-01,421900,0.969439338235294,350718.0,1,9600,2290,750,2.0,5,8,1960,0,0,94000,271000,98168,False
2006-09-20,718000,2050100020,Single Family,2006-09-01,414800,0.953125,753311.0,1,10622,2690,0,2.5,4,10,1995,0,0,285000,475000,98074,False
2007-05-16,917000,2050100210,Single Family,2007-05-01,432100,0.992876838235294,923579.0,1,17461,2690,0,2.5,3,10,1997,0,0,369000,479000,98074,False
2006-06-01,1025000,2050100260,Single Family,2006-06-01,404400,0.929227941176471,1103066.0,1,18577,3450,0,2.5,4,10,1997,0,0,299000,556000,98074,False
2007-05-03,485000,2051200434,Single Family,2007-05-01,432100,0.992876838235294,488480.0,1,36000,2120,1060,1.75,3,7,1977,0,0,119000,260000,98070,False
2011-11-23,274000,2051200443,Single Family,2011-11-01,312200,0.717371323529412,381950.0,1,61855,1430,0,1.25,5,6,1919,0,0,115000,204000,98070,False
2007-05-30,872000,2056100235,Single Family,2007-05-01,432100,0.992876838235294,878256.0,1,5713,2960,0,2.5,4,9,2003,0,0,221000,516000,98116,False
2008-06-06,430000,2056100285,Single Family,2008-06-01,403200,0.926470588235294,464127.0,1,5000,1440,560,1.0,2,7,1946,0,0,214000,231000,98116,False
2015-03-17,370000,2061100265,Single Family,2015-03-01,423200,0.972426470588235,380491.0,1,4960,1250,310,1.0,2,7,1938,0,0,233000,222000,98115,False
2010-09-03,540000,2061100345,Single Family,2010-09-01,337200,0.774816176470588,696940.0,1,5580,2350,560,2.25,3,8,1940,0,0,233000,378000,98115,False
2010-05-24,365000,2061100660,Single Family,2010-05-01,347800,0.799172794117647,456722.0,1,3150,1660,660,1.75,2,8,1946,0,3,168000,294000,98115,False
2007-06-20,935000,2062400035,Single Family,2007-06-01,433200,0.995404411764706,939317.0,1,12377,3220,1060,3.0,4,8,1959,2000,0,525000,342000,98033,False
2007-05-02,525600,2062600020,Townhouse,2007-05-01,432100,0.992876838235294,529371.0,1,779,1785,190,2.5,2,7,1975,0,2,202000,298000,98004,False
2013-08-20,775000,2063000040,Single Family,2013-08-01,374300,0.860064338235294,901095.0,1,12150,2390,1150,3.0,4,9,1971,0,0,416000,365000,98033,False
2006-07-06,408000,2063400080,Single Family,2006-07-01,407700,0.936810661764706,435520.0,1,12321,1780,0,1.75,3,8,1969,0,0,318000,190000,98034,False
2006-06-02,510000,2064800140,Single Family,2006-06-01,404400,0.929227941176471,548843.0,1,9325,1660,480,1.75,3,8,1977,0,0,235000,210000,98056,False
2006-07-12,450000,2064800180,Single Family,2006-07-01,407700,0.936810661764706,480353.0,1,8043,1970,580,2.25,3,8,1977,0,0,235000,231000,98056,False
2009-05-27,405000,2064800350,Single Family,2009-05-01,360700,0.828814338235294,488650.0,1,7806,2040,440,2.25,3,8,1976,0,0,235000,210000,98056,False
2006-04-03,399386,2064800530,Single Family,2006-04-01,396500,0.911075367647059,438368.0,1,9093,1300,0,1.5,3,7,1970,0,0,235000,163000,98056,False
2006-07-19,455000,2064800540,Single Family,2006-07-01,407700,0.936810661764706,485690.0,1,8981,1700,320,2.25,3,8,1975,0,0,235000,199000,98056,False
2007-01-11,465500,2064800710,Single Family,2007-01-01,425600,0.977941176470588,476000.0,1,7000,2040,790,2.5,5,8,1977,0,0,235000,212000,98056,False
2006-11-01,420500,2064800840,Single Family,2006-11-01,421200,0.967830882352941,434477.0,1,8909,1800,520,1.75,3,8,1977,0,0,245000,174000,98056,False
2006-01-31,382500,2064800890,Single Family,2006-01-01,383200,0.880514705882353,434405.0,1,8920,1270,0,1.0,3,7,1969,0,0,245000,140000,98056,False
2007-04-24,485000,2064800980,Single Family,2007-04-01,430900,0.990119485294118,489840.0,1,11651,1940,700,1.75,4,8,1976,0,0,235000,242000,98056,False
2007-02-23,495000,2067100035,Single Family,2007-02-01,427800,0.982996323529412,503562.0,1,8710,970,0,1.0,2,7,1948,0,1,214000,161000,98177,False
2007-05-09,1425000,2068000270,Single Family,2007-05-01,432100,0.992876838235294,1435223.0,1,14990,3850,1560,3.0,5,9,1964,0,0,989000,412000,98004,False
2006-01-27,394950,2071500110,Single Family,2006-01-01,383200,0.880514705882353,448544.0,1,7770,1970,670,1.75,3,8,1961,0,0,163000,285000,98155,False
2009-10-05,455000,2078500090,Single Family,2009-10-01,351200,0.806985294117647,563827.0,1,8528,2090,0,2.5,3,8,1996,0,0,240000,262000,98056,False
2006-03-07,255000,2085200095,Single Family,2006-03-01,392100,0.900965073529412,283030.0,1,12877,1470,0,1.5,3,7,1935,2007,0,86000,210000,98038,False
2006-11-28,374000,2085200261,Single Family,2006-11-01,421200,0.967830882352941,386431.0,1,6450,1960,960,2.0,3,7,1977,0,0,75000,155000,98038,False
2008-11-12,253000,2085200261,Single Family,2008-11-01,385800,0.886488970588235,285396.0,1,6450,1960,960,2.0,3,7,1977,0,0,75000,155000,98038,False
2010-07-26,405000,2085700050,Single Family,2010-07-01,342800,0.787683823529412,514166.0,1,8626,2480,0,2.5,4,10,2001,0,0,104000,336000,98001,False
2012-10-25,200000,2087000040,Single Family,2012-10-01,332400,0.763786764705882,261853.0,1,6059,1420,240,2.25,3,7,1990,1996,0,65000,151000,98002,False
2006-09-11,732000,2090200030,Single Family,2006-09-01,414800,0.953125,768000.0,1,4300,2520,800,2.0,5,8,1923,0,1,147000,515000,98144,False
2011-04-07,500000,2090200035,Single Family,2011-04-01,318700,0.732306985294118,682774.0,1,4000,1850,0,1.0,4,8,1908,0,1,147000,380000,98144,False
2006-02-06,392800,2095500050,Single Family,2006-02-01,387600,0.890625,441039.0,1,7248,2380,0,2.5,3,8,1996,0,0,132000,175000,98030,False
2006-04-04,369950,2095500140,Single Family,2006-04-01,396500,0.911075367647059,406059.0,1,5486,2030,0,2.5,3,8,1997,0,0,132000,153000,98030,False
2011-02-27,267800,2095500210,Single Family,2011-02-01,325000,0.746783088235294,358605.0,1,6252,1740,0,2.5,3,8,1995,0,0,132000,132000,98030,False
2006-07-20,428000,2095800080,Single Family,2006-07-01,407700,0.936810661764706,456869.0,1,5351,1460,0,2.0,3,8,1987,0,0,129000,274000,98011,False
2006-02-22,450000,2095800090,Single Family,2006-02-01,387600,0.890625,505263.0,1,5052,2090,0,2.5,3,8,1987,0,0,129000,373000,98011,False
2006-03-02,408000,2095800120,Single Family,2006-03-01,392100,0.900965073529412,452848.0,1,5432,1780,0,2.5,3,8,1987,0,1,117000,349000,98011,False
2006-05-26,459750,2095800240,Single Family,2006-05-01,400600,0.920496323529412,499459.0,1,4500,2090,0,2.5,3,8,1988,0,0,129000,324000,98011,False
2008-01-23,460000,2095800480,Single Family,2008-01-01,421900,0.969439338235294,474501.0,1,5426,2130,0,2.5,3,8,1987,0,1,117000,320000,98011,False
2010-12-20,394000,2095800520,Single Family,2010-12-01,330600,0.759650735294118,518659.0,1,7752,2250,0,2.5,3,8,1988,0,2,114000,387000,98011,False
2007-04-25,362000,2108500290,Single Family,2007-04-01,430900,0.990119485294118,365612.0,1,6960,1740,0,2.25,3,7,1994,0,0,132000,131000,98042,False
2009-07-17,299921,2108500290,Single Family,2009-07-01,354400,0.814338235294118,368300.0,1,6960,1740,0,2.25,3,7,1994,0,0,132000,131000,98042,False
2010-11-09,685000,2110200075,Single Family,2010-11-01,332700,0.764476102941177,896038.0,1,4500,2120,260,2.5,3,8,1905,0,0,303000,452000,98122,False
2007-08-09,500000,2110200100,Single Family,2007-08-01,434600,0.998621323529412,500690.0,1,3000,2280,440,2.25,3,9,1907,2008,0,235000,639000,98122,False
2006-07-26,699999,2110200110,Single Family,2006-07-01,407700,0.936810661764706,747215.0,1,5000,2960,1120,2.25,3,8,1902,0,0,326000,515000,98122,False
2007-04-30,797000,2110200175,Single Family,2007-04-01,430900,0.990119485294118,804953.0,1,3000,1800,0,2.5,3,8,1910,2007,0,262000,501000,98122,False
2011-10-11,685000,2110200175,Single Family,2011-10-01,312000,0.716911764705882,955487.0,1,3000,1800,0,2.5,3,8,1910,2007,0,262000,501000,98122,False
2006-11-30,795000,2110200185,Single Family,2006-11-01,421200,0.967830882352941,821425.0,1,4500,2000,770,1.5,4,8,1908,0,0,337000,431000,98122,False
2009-07-01,600000,2110200245,Single Family,2009-07-01,354400,0.814338235294118,736795.0,1,3000,2240,820,2.25,3,8,1908,0,1,235000,454000,98122,False
2007-04-06,789950,2110900086,Single Family,2007-04-01,430900,0.990119485294118,797833.0,1,12430,3220,220,2.75,4,9,1957,1978,0,380000,265000,98177,False
2006-01-13,360000,2111000470,Single Family,2006-01-01,383200,0.880514705882353,408852.0,1,5000,2720,0,2.25,3,7,2001,0,0,82000,205000,98092,False
2009-07-28,307000,2111000580,Single Family,2009-07-01,354400,0.814338235294118,376993.0,1,6014,2720,0,2.5,3,7,2002,0,0,82000,209000,98092,False
2006-02-27,447000,2111010120,Single Family,2006-02-01,387600,0.890625,501895.0,1,8209,3940,0,2.75,6,7,2003,0,0,82000,258000,98092,False
2006-05-08,482000,2111010270,Single Family,2006-05-01,400600,0.920496323529412,523631.0,1,6040,4220,0,4.0,6,7,2002,0,0,82000,268000,98092,False
2012-07-23,440000,2111600085,Single Family,2012-07-01,325300,0.747472426470588,588650.0,1,8167,3600,1200,3.0,5,8,1960,1983,1,169000,290000,98155,False
2010-09-16,157000,2112700240,Single Family,2010-09-01,337200,0.774816176470588,202629.0,1,7500,1092,0,1.0,3,6,1918,0,0,111000,112000,98106,False
2010-03-30,375000,2112700275,Single Family,2010-03-01,350300,0.804917279411765,465886.0,1,4000,2210,0,2.5,4,8,2007,0,0,89000,329000,98106,False
2009-12-02,277500,2112700280,Single Family,2009-12-01,350600,0.805606617647059,344461.0,1,4000,1440,390,1.75,3,7,1979,0,0,89000,217000,98106,False
2006-10-17,305129,2112700286,Single Family,2006-10-01,418300,0.961167279411765,317457.0,1,5000,1520,760,2.0,3,6,1944,0,0,96000,214000,98106,False
2007-05-23,370000,2112700490,Single Family,2007-05-01,432100,0.992876838235294,372654.0,1,8000,1310,300,1.0,2,6,1927,0,0,126000,207000,98106,False
2006-02-07,243780,2112700565,Single Family,2006-02-01,387600,0.890625,273718.0,1,4040,720,0,1.0,2,6,1947,0,0,89000,150000,98106,False
2007-05-04,465000,2112700600,Single Family,2007-05-01,432100,0.992876838235294,468336.0,1,5880,1640,400,2.25,3,7,1977,0,0,99000,197000,98106,False
2007-11-19,220000,2112700620,Single Family,2007-11-01,428400,0.984375,223492.0,1,4400,1420,0,1.75,3,6,1919,0,0,89000,189000,98106,False
2006-06-19,339975,2112700840,Single Family,2006-06-01,404400,0.929227941176471,365868.0,1,4400,2080,1040,1.75,4,8,1918,1965,0,144000,256000,98106,False
2007-06-21,334950,2112700915,Single Family,2007-06-01,433200,0.995404411764706,336496.0,1,4000,1420,710,1.0,4,7,1919,0,0,110000,174000,98106,False
2006-04-20,315000,2112701030,Single Family,2006-04-01,396500,0.911075367647059,345745.0,1,4000,1940,480,1.75,4,7,1926,0,0,110000,192000,98106,False
2009-10-18,250000,2112701030,Single Family,2009-10-01,351200,0.806985294117647,309795.0,1,4000,1940,480,1.75,4,7,1926,0,0,110000,192000,98106,False
2006-04-18,239950,2112701125,Single Family,2006-04-01,396500,0.911075367647059,263370.0,1,4000,1200,0,1.75,3,6,1918,0,0,110000,203000,98106,False
2006-03-24,343050,2112701195,Single Family,2006-03-01,392100,0.900965073529412,380758.0,1,3932,1850,640,2.0,4,7,1998,0,1,99000,203000,98106,False
2006-09-29,349950,2113200335,Single Family,2006-09-01,414800,0.953125,367161.0,1,5146,2240,1120,1.0,4,7,1918,2012,0,96000,246000,98106,False
2006-04-27,310000,2113200385,Single Family,2006-04-01,396500,0.911075367647059,340257.0,1,5547,2050,740,1.75,3,6,1947,0,0,99000,175000,98106,False
2007-06-13,274950,2113200595,Single Family,2007-06-01,433200,0.995404411764706,276219.0,1,6300,880,0,1.0,3,6,1951,0,2,190000,10000,98106,False
2015-04-17,283000,2113700005,Single Family,2015-04-01,429900,0.987821691176471,286489.0,1,7600,2490,1000,1.75,3,7,1947,0,0,111000,194000,98106,False
